Adak|65.351162|18.5943119
Alingsås|57.9286276|12.53284
Alvesta|56.8997562|14.5546493
Arjeplog|66.0514456|17.8875616
Arlöv|55.6378013|13.0777501
Arvidsjaur|65.5947672|19.1695024
Arvika|59.6549484|12.5956472
Askersund|58.879898|14.9026167
Anderstorp|57.2794189|13.6258814
Aneby|57.838069|14.8100784
Ånge|62.5245414|15.661116
Arboga|59.394187|15.8396643
Avesta|60.1469553|16.1826996
Åhus|55.9271865|14.2928941
Åkersberga|59.4823516|18.2943981
Åmål|59.0507508|12.7059551
Åre|63.4010888|13.0822241
Årjäng|59.3889335|12.129959
Årsta|59.2973264|18.0522474
Åseda|57.1691268|15.3525029
Åsele|64.1604218|17.3558144
Åstorp|56.1323048|12.9354706
Åtvidaberg|58.2009877|16.0018979
Älandsbro|62.6704079|17.8407008
Älmhult|56.5493704|14.1386544
Älvdalen|61.2307483|14.0359282
Älvkarleby|60.5713307|17.4525042
Älvsbyn|65.6751413|20.9969227
Ängelholm|56.2430936|12.8630057
Bälinge|59.9488453|17.5429847
Bålsta|59.5670209|17.5271718
Båstad|56.4267895|12.8607151
Bengtsfors|59.030247|12.2223023
Bergsjö|61.9837757|17.0583699
Bjärred|55.7216165|13.0217906
Bjurholm|63.9320592|19.2189925
Bjuv|56.0831026|12.9152146
Boden|65.8270016|21.6930018
Boliden|64.8770673|20.3911259
Bollebygd|57.6688476|12.5713675
Bollnäs|61.3504705|16.3963716
Boo|59.3205948|18.2613419
Borås|57.7208224|12.944163
Borgholm|56.8809308|16.6542996
Borlänge|60.4873287|15.4203738
Boxholm|58.1981005|15.0571207
Bräcke|62.7525032|15.4190887
Bro|59.514658|17.6426027
Broby|56.2527467|14.0744439
Bromölla|56.0700962|14.4700861
Charlottenberg|59.8859036|12.2928005
Danderyd|59.4043647|18.0358505
Degerfors|59.2361196|14.4297324
Delsbo|61.8001259|16.5558926
Djurås|60.5605409|15.1303133
Docksta|63.0598953|18.3352709
Dorotea|64.2617205|16.4141058
Ed|58.9125825|11.9340137
Edsbyn|61.3774428|15.8181755
Ekerö|59.2904595|17.813072
Eksjö|57.6674439|14.9735595
Emmaboda|56.6308333|15.5406619
Enköping|59.636103|17.0787584
Eskilstuna|59.3706604|16.5135529
Eslöv|55.843065|13.2997949
Essvik|62.3096356|17.3970948
Fagersta|60.0038627|15.7906054
